pl_name,hostname,tran_flag,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_teff,st_rad,pl_dens
TOI-2886 b,TOI-2886,1.0,1.663,0.041,-0.035,1.60200105,4.4e-07,-4.3e-07,1978.0,45.0,-46.0,2560.0,240.0,-230.0,1.4,0.23,-0.23,1.229,0.057,-0.065,0.284,0.073,-0.077,6240.0,1.241,0.377
TOI-2969 b,TOI-2969,1.0,1.1,0.08,-0.08,1.8237146,2e-07,-2e-07,1186.0,52.0,-52.0,382.0,12.0,-11.0,1.16,0.04,-0.04,0.71,0.02,-0.02,0.08,0.05,-0.05,4738.0,0.7,1.1
TOI-2977 b,TOI-2977,1.0,1.174,0.031,-0.027,2.3505614,2.5e-06,-2.5e-06,1544.0,26.0,-26.0,947.8,66.9,-61.7,1.68,0.26,-0.25,0.936,0.057,-0.041,0.013,0.087,-0.085,5691.0,1.073,1.28
TOI-2981 b,TOI-2981,1.0,1.19546999,0.03746995,-0.03746995,3.601501,2e-06,-2e-06,1358.0,39.0,-39.0,556.616,,,2.00737249,0.10382961,-0.10382961,1.03,0.06,-0.06,-0.11,0.1,-0.1,5940.0,1.08,1.46
TOI-2986 b,TOI-2986,1.0,0.829,0.023,-0.021,3.2783662,4.4e-06,-4.3e-06,1622.0,18.0,-18.0,1156.0,53.0,-50.0,0.304,0.067,-0.086,1.122,0.074,-0.064,0.095,0.067,-0.061,5906.0,1.458,0.66
TOI-2989 b,TOI-2989,1.0,1.12,0.05,-0.05,3.122832,1e-06,-1e-06,1001.0,43.0,-42.0,124.0,4.0,-4.0,3.0,0.2,-0.2,0.77,0.02,-0.02,-0.04,0.07,-0.07,4672.0,0.76,2.7
TOI-2992 b,TOI-2992,1.0,1.227,0.045,-0.045,3.007812,1.9e-06,-1.9e-06,1726.0,25.0,-24.0,1484.0,88.0,-81.0,3.33,0.39,-0.39,1.21,0.07,-0.1,0.084,0.068,-0.06,6000.0,1.545,2.23
TOI-3023 b,TOI-3023,1.0,1.466,0.043,-0.032,3.9014971,3.1e-06,-3.1e-06,1596.0,24.0,-25.0,1084.0,68.0,-65.0,0.62,0.1,-0.09,1.12,0.11,-0.06,0.085,0.084,-0.083,5760.0,1.668,0.245
TOI-3135 b,TOI-3135,1.0,1.218,0.03,-0.03,3.7065585,1.3e-06,-1.3e-06,1292.0,31.0,-30.0,464.0,47.0,-42.0,1.03,0.3,-0.27,1.044,0.042,-0.047,0.071,0.078,-0.07,5890.0,0.985,0.7
TOI-3160 A b,TOI-3160 A,1.0,1.228,0.046,-0.045,3.971281,2.5e-06,-2.5e-06,1539.0,39.0,-40.0,933.0,100.0,-96.0,1.19,0.16,-0.15,1.088,0.082,-0.078,-0.114,0.08,-0.095,6190.0,1.346,0.79
TOI-3235 b,TOI-3235,1.0,1.017,0.044,-0.044,2.59261842,4.1e-07,-4.1e-07,604.0,19.0,-19.0,13.8883,,,0.665,0.025,-0.025,0.3939,0.02,-0.02,0.264,0.1,-0.1,3388.8,0.3697,0.78
TOI-3288 b,TOI-3288,1.0,1.0,0.03,-0.03,1.4338635,4e-07,-4e-07,1059.0,21.0,-21.0,239.0,7.0,-7.0,2.11,0.08,-0.08,0.64,0.01,-0.01,0.27,0.13,-0.13,3933.0,0.67,2.6
TOI-3321 b,TOI-3321,1.0,1.388,0.07,-0.064,3.6525145,2.7e-06,-2.8e-06,1616.0,29.0,-28.0,967.919,,,0.554,0.076,-0.075,1.041,0.084,-0.068,-0.103,0.047,-0.062,5850.0,1.549,0.255
TOI-3331 A b,TOI-3331 A,1.0,1.158,0.043,-0.043,2.0180231,4.3e-06,-4.4e-06,1488.0,31.0,-29.0,818.5,70.5,-61.0,2.27,0.16,-0.16,1.016,0.047,-0.052,0.148,0.084,-0.084,5609.0,0.952,1.82
TOI-3364 b,TOI-3364,1.0,1.091,0.038,-0.032,5.8768918,6.9e-06,-6.9e-06,1264.0,22.0,-21.0,425.0,31.0,-27.0,1.67,0.12,-0.13,1.186,0.059,-0.083,0.387,0.072,-0.081,5706.0,1.419,1.6
TOI-3464 b,TOI-3464,1.0,1.228,0.057,-0.053,3.6515568,6e-06,-6.1e-06,1693.0,54.0,-45.0,1370.0,180.0,-140.0,1.25,0.27,-0.26,1.363,0.095,-0.099,0.045,0.067,-0.051,6370.0,1.56,0.83
TOI-3474 b,TOI-3474,1.0,1.309,0.033,-0.032,3.8795105,4.5e-06,-4.5e-06,1451.0,38.0,-36.0,740.0,81.0,-71.0,0.61,0.14,-0.15,1.121,0.069,-0.067,0.146,0.084,-0.081,6020.0,1.256,0.337
TOI-3486 b,TOI-3486,1.0,0.943,0.03,-0.029,2.21778105,8.8e-07,-8.8e-07,1190.0,28.0,-24.0,334.0,32.0,-26.0,0.312,0.057,-0.056,0.837,0.037,-0.034,0.283,0.081,-0.085,4930.0,0.788,0.46
TOI-3523 A b,TOI-3523 A,1.0,1.425,0.037,-0.035,2.30458952,8.2e-07,-8.2e-07,1984.0,33.0,-33.0,2590.0,180.0,-170.0,1.37,0.12,-0.11,1.131,0.074,-0.078,-0.366,0.076,-0.081,6450.0,1.448,0.587
TOI-3540 A b,TOI-3540 A,1.0,2.1,,,3.119999,7.9e-06,-7.9e-06,1498.0,22.0,-22.0,841.3,50.7,-48.5,1.18,0.14,-0.14,1.081,0.071,-0.069,0.176,0.089,-0.089,5810.0,1.228,0.065
TOI-3593 b,TOI-3593,1.0,0.984,0.028,-0.026,3.8212867,1.6e-06,-1.6e-06,1170.0,19.0,-22.0,308.0,21.0,-23.0,1.78,0.09,-0.13,1.015,0.037,-0.043,0.384,0.08,-0.084,5550.0,0.918,2.31
TOI-3688 A b,TOI-3688 A,1.0,1.167,0.048,-0.044,3.246075,1.2e-05,-1.2e-05,1534.0,29.0,-28.0,924.3,72.0,-66.1,0.98,0.1,-0.11,1.199,0.072,-0.076,0.262,0.085,-0.086,5950.0,1.302,0.76
TOI-3693 b,TOI-3693,1.0,1.124,0.029,-0.023,9.088516,2.6e-05,-2.7e-05,801.0,13.0,-12.0,68.6,4.7,-4.1,1.02,0.24,-0.22,0.867,0.036,-0.037,0.071,0.079,-0.076,5321.0,0.791,0.89
TOI-3714 b,TOI-3714,1.0,1.01,0.03,-0.03,2.154849,1e-06,-1e-06,750.0,20.0,-20.0,54.0,4.0,-5.0,0.7,0.03,-0.03,0.53,0.02,-0.02,0.1,0.1,-0.1,3660.0,0.51,0.85
TOI-375 b,TOI-375,1.0,0.961,0.044,-0.043,9.45469,2e-05,-2e-05,1373.0,47.0,-45.0,593.3,30.87,-28.8,0.745,0.052,-0.053,1.441,0.076,-0.075,0.084,0.047,-0.045,5259.9,2.9,1.037
TOI-3807 b,TOI-3807,1.0,1.65,,,2.8989727,3.8e-06,-3.9e-06,1646.0,25.0,-24.0,1230.0,73.0,-73.0,1.04,0.15,-0.14,1.181,0.064,-0.092,0.278,0.084,-0.081,5772.0,1.468,0.289
TOI-3819 b,TOI-3819,1.0,1.172,0.036,-0.035,3.2443141,5.5e-06,-5.5e-06,1633.0,21.0,-19.0,1186.0,61.0,-55.0,1.11,0.18,-0.2,1.242,0.057,-0.076,0.273,0.084,-0.082,5859.0,1.538,0.85
TOI-3856 b,TOI-3856,1.0,1.213,0.025,-0.024,2.04360352,9.4e-07,-9.4e-07,1544.0,14.0,-13.0,949.0,34.0,-32.0,0.54,0.1,-0.1,1.096,0.045,-0.049,0.454,0.065,-0.076,5622.0,1.055,0.371
TOI-3877 b,TOI-3877,1.0,1.042,0.044,-0.043,4.123596,6.7e-06,-6.7e-06,1445.0,19.0,-17.0,729.0,40.0,-33.0,0.314,0.069,-0.067,1.16,0.066,-0.089,0.269,0.067,-0.069,5731.0,1.445,0.342
TOI-3894 b,TOI-3894,1.0,1.363,0.055,-0.051,4.33454,2.2e-06,-2.2e-06,1531.0,17.0,-15.0,546.903,,,0.82,0.14,-0.14,1.138,0.089,-0.075,0.021,0.085,-0.06,6000.0,1.502,0.4
TOI-3912 b,TOI-3912,1.0,1.274,0.041,-0.04,3.4936264,3.8e-06,-3.8e-06,1512.0,20.0,-20.0,872.2,47.8,-46.3,0.406,0.071,-0.068,1.088,0.086,-0.07,0.187,0.087,-0.09,5725.0,1.392,0.243
TOI-3919 b,TOI-3919,1.0,1.099,0.052,-0.05,7.433234,1.4e-05,-1.4e-05,1198.0,15.0,-14.0,184.322,,,3.88,0.23,-0.23,1.208,0.067,-0.07,0.175,0.096,-0.094,6100.0,1.319,3.63
TOI-3980 b,TOI-3980,1.0,1.29,0.2,-0.1,3.6089254,3e-06,-3.1e-06,1621.0,29.0,-28.0,1153.0,81.0,-73.0,0.59,0.19,-0.17,1.24,0.08,-0.13,0.188,0.085,-0.086,5840.0,1.626,0.25
TOI-4087 b,TOI-4087,1.0,1.164,0.025,-0.024,3.1774835,9.4e-07,-9.4e-07,1458.0,20.0,-17.0,753.9,41.1,-33.8,0.73,0.14,-0.14,1.178,0.039,-0.042,0.237,0.079,-0.079,6060.0,1.112,0.57
TOI-4137 b,TOI-4137,1.0,1.211,0.04,-0.039,3.8016122,6.5e-06,-6.5e-06,1570.0,25.0,-24.0,1013.0,68.0,-60.0,1.44,0.17,-0.15,1.313,0.068,-0.071,0.182,0.083,-0.085,6202.0,1.438,1.01
TOI-4145 A b,TOI-4145 A,1.0,1.187,0.032,-0.031,4.0664428,5.8e-06,-5.8e-06,1074.0,19.0,-16.0,223.0,16.0,-13.0,0.43,0.13,-0.13,0.905,0.043,-0.044,0.168,0.084,-0.087,5281.0,0.859,0.32
TOI-4153 b,TOI-4153,1.0,1.438,0.045,-0.042,4.6174141,1.5e-06,-1.5e-06,1669.0,29.0,-39.0,1212.0072,,,1.15,0.18,-0.18,1.572,0.064,-0.071,0.317,0.1,-0.13,6860.0,1.605,0.477
TOI-4201 b,TOI-4201,1.0,1.22,0.04,-0.04,3.5819194,1.1e-06,-1.1e-06,725.0,20.0,-20.0,45.2,3.2,-3.2,2.48,0.09,-0.09,0.61,0.02,-0.02,0.52,0.08,-0.08,3794.0,0.63,1.82
TOI-4214 b,TOI-4214,1.0,0.953,0.032,-0.03,3.4913885,3.3e-06,-3.2e-06,1642.0,47.0,-40.0,1210.0,150.0,-110.0,0.52,0.053,-0.054,1.382,0.064,-0.076,0.294,0.082,-0.086,6370.0,1.434,0.74
TOI-4329 b,TOI-4329,1.0,1.5,0.19,-0.19,2.9223,0.00015,-0.00015,2027.12,,,3990.5716,,,0.45,0.09,-0.09,1.538,0.049,-0.049,0.29,0.06,-0.06,6000.0,2.31,0.165
TOI-4377 b,TOI-4377,1.0,1.348,0.081,-0.081,4.378081,1.9e-05,-1.9e-05,1162.08,,,430.9826,,,0.957,0.089,-0.087,1.36,0.08,-0.07,0.205,0.038,-0.038,4974.0,3.52,0.881
TOI-4379 b,TOI-4379,1.0,1.489,0.079,-0.079,3.25352,2e-05,-2e-05,1869.38,,,2886.0903,,,1.113,0.071,-0.071,1.372,0.037,-0.105,0.16,0.06,-0.06,6020.0,1.976,0.418
TOI-4463 A b,TOI-4463 A,1.0,1.183,0.064,-0.045,2.8807198,2.8e-06,-2.7e-06,1395.0,25.0,-22.0,633.0,46.0,-38.0,0.794,0.039,-0.04,1.056,0.059,-0.063,0.25,0.085,-0.085,5640.0,1.062,0.595
TOI-4487 A b,TOI-4487 A,1.0,1.303,0.069,-0.064,3.9540709,2.1e-06,-2.1e-06,1639.0,17.0,-16.0,1203.0,51.0,-47.0,1.25,0.16,-0.16,1.378,0.065,-0.064,0.216,0.089,-0.088,6206.0,1.634,0.7
TOI-4551 b,TOI-4551,1.0,1.058,0.11,-0.062,9.95581,7.6e-05,-7.8e-05,1655.0,,,1247.74,,,1.49,0.13,-0.13,1.31,0.07,-0.18,0.23,0.06,-0.06,4896.0,3.55,1.74
TOI-4603 b,TOI-4603,1.0,1.042,0.038,-0.035,7.24599,0.00022,-0.00021,1677.0,24.0,-24.0,1192.0,71.0,-68.0,12.89,0.58,-0.57,1.765,0.061,-0.061,0.342,0.039,-0.04,6264.0,2.738,14.1
TOI-4666 b,TOI-4666,1.0,1.11,0.04,-0.04,2.9089168,7e-07,-6e-07,713.0,14.0,-14.0,54.0,3.0,-3.0,0.7,0.06,-0.06,0.58,0.01,-0.01,0.19,0.12,-0.12,3512.0,0.59,0.64
TOI-4773 b,TOI-4773,1.0,1.358,0.049,-0.048,1.7452851,1.4e-06,-1.4e-06,2255.0,73.0,-59.0,3879.8071,,,5.31,0.35,-0.34,1.452,0.082,-0.075,0.11,0.14,-0.12,6740.0,1.55,2.63
TOI-4791 b,TOI-4791,1.0,1.11,0.05,-0.05,4.28088,2.2e-05,-2.3e-05,1472.0,26.0,-24.0,783.2,56.6,-50.0,2.31,0.32,-0.33,1.242,0.072,-0.077,0.207,0.085,-0.089,6058.0,1.409,2.09
TOI-4794 b,TOI-4794,1.0,1.281,0.044,-0.039,3.5658116,6.3e-06,-6.3e-06,1673.0,35.0,-33.0,1310.0,120.0,-100.0,0.97,0.24,-0.23,1.25,0.068,-0.075,-0.102,0.066,-0.077,6390.0,1.451,0.57
TOI-4961 b,TOI-4961,1.0,1.101,0.041,-0.039,7.479182,8.2e-06,-8.2e-06,919.0,30.0,-29.0,115.0,16.0,-14.0,1.8,0.21,-0.23,0.912,0.051,-0.04,0.206,0.09,-0.088,5380.0,0.912,1.67
TOI-5181 A b,TOI-5181 A,1.0,1.191,0.04,-0.038,3.8922295,2.3e-06,-2.3e-06,1585.0,25.0,-32.0,1053.0,69.0,-81.0,1.04,0.17,-0.17,1.25,0.06,-0.072,0.208,0.078,-0.078,6060.0,1.53,0.76
TOI-519 b,TOI-519,1.0,1.03,0.03,-0.03,1.2652328,5e-07,-5e-07,687.0,14.0,-14.0,54.0,4.0,-4.0,0.463,0.082,-0.088,0.335,0.008,-0.008,0.27,0.09,-0.09,3322.0,0.35,0.56
TOI-5205 b,TOI-5205,1.0,1.03,0.03,-0.03,1.630757,1e-06,-1e-06,737.0,15.0,-15.0,49.0,4.0,-4.0,1.08,0.06,-0.06,0.392,0.015,-0.015,0.0,,,3430.0,0.394,1.21
TOI-5218 b,TOI-5218,1.0,0.879,0.034,-0.034,4.291452,4e-06,-4e-06,783.0,21.0,-21.0,62.0,6.0,-6.0,2.06715317,,,0.739,0.03,-0.03,0.41,0.12,-0.12,4230.0,0.708,
TOI-5232 b,TOI-5232,1.0,1.14,0.051,-0.045,4.0966692,6.7e-06,-6.7e-06,1772.0,40.0,-45.0,1193.86,,,2.34,0.16,-0.16,1.389,0.068,-0.075,-0.104,0.11,-0.086,6500.0,1.785,1.96
TOI-5261 b,TOI-5261,1.0,1.035,0.042,-0.041,4.1509768,6.8e-06,-6.8e-06,1244.0,30.0,-25.0,159.592,,,11.49,0.43,-0.46,1.037,0.053,-0.057,0.254,0.076,-0.077,5790.0,1.021,12.9
TOI-5293 A b,TOI-5293 A,1.0,1.06,0.04,-0.04,2.930289,4e-06,-4e-06,675.0,42.0,-30.0,34.6,8.6,-6.2,0.54,0.07,-0.07,0.54,0.02,-0.02,-0.03,0.12,-0.12,3586.0,0.52,0.56
TOI-530 b,TOI-530,1.0,0.83,0.06,-0.06,6.387597,1.9e-05,-1.8e-05,565.0,28.0,-31.0,14.259,,,0.4,0.09,-0.1,0.53,0.02,-0.02,0.376,0.095,-0.095,3659.0,0.54,0.93
TOI-5300 b,TOI-5300,1.0,0.88,0.08,-0.08,2.262196,3e-06,-3e-06,1043.0,67.0,-66.0,198.0,6.0,-6.0,0.6,0.1,-0.1,0.67,0.02,-0.02,-0.17,0.07,-0.07,4610.0,0.65,1.1
TOI-5301 b,TOI-5301,1.0,1.168,0.076,-0.07,5.858858,1.6e-05,-1.6e-05,1648.0,34.0,-31.0,429.794,,,3.72,0.37,-0.37,1.483,0.081,-0.14,0.03,0.13,-0.11,6240.0,2.19,2.88
TOI-5322 b,TOI-5322,1.0,1.482,0.031,-0.027,5.4233207,3.9e-06,-3.8e-06,1350.0,21.0,-19.0,554.0,35.0,-30.0,0.579,0.081,-0.081,0.998,0.051,-0.046,-0.048,0.042,-0.077,5692.0,1.462,0.22
TOI-5340 b,TOI-5340,1.0,1.345,0.051,-0.049,4.9394392,7.1e-06,-7.2e-06,1566.0,26.0,-29.0,1004.0,68.0,-72.0,0.85,0.25,-0.25,1.35,0.07,-0.15,0.208,0.081,-0.082,5990.0,1.842,0.43
TOI-5344 b,TOI-5344,1.0,0.946,0.021,-0.021,3.792622,6.2e-06,-6.2e-06,689.0,12.0,-12.0,38.0,3.0,-3.0,0.412,0.04,-0.04,0.612,0.034,-0.034,0.425,0.088,-0.088,3747.0,0.588,0.604
TOI-5349 b,TOI-5349,1.0,0.91,0.02,-0.02,3.317921,2e-06,-2e-06,719.0,15.0,-15.0,44.5,3.7,-3.7,0.4,0.02,-0.02,0.61,0.02,-0.02,0.5,0.16,-0.16,3751.0,0.58,0.66
TOI-5350 b,TOI-5350,1.0,1.108,0.038,-0.029,7.581367,1.2e-05,-1.1e-05,1195.0,21.0,-19.0,321.879,,,6.59,0.25,-0.26,1.167,0.063,-0.066,0.044,0.072,-0.059,6220.0,1.263,6.03
TOI-5386 A b,TOI-5386 A,1.0,1.312,0.029,-0.028,3.62156552,8.3e-07,-8.3e-07,1488.0,16.0,-16.0,817.0,36.0,-35.0,0.488,0.048,-0.046,1.165,0.055,-0.055,0.182,0.093,-0.089,6094.0,1.245,0.268
TOI-5573 b,TOI-5573,1.0,0.87,0.04,-0.04,8.79758977,9.86e-06,-1.001e-05,528.0,10.0,-10.0,12.92,1.05,-1.05,0.35,0.06,-0.06,0.619,0.023,-0.023,0.42,0.16,-0.16,3790.0,0.594,0.661
TOI-559 b,TOI-559,1.0,1.091,0.028,-0.025,6.9839095,5.1e-06,-5.1e-06,1180.0,18.0,-16.0,404.915,,,6.01,0.24,-0.23,1.026,0.057,-0.057,-0.069,0.065,-0.079,5925.0,1.233,5.74
TOI-5592 b,TOI-5592,1.0,1.53,0.32,-0.16,2.6085846,1.8e-06,-1.8e-06,1789.0,25.0,-23.0,1712.0,96.0,-88.0,0.899,0.07,-0.069,1.194,0.069,-0.073,-0.013,0.052,-0.06,6237.0,1.393,0.22
TOI-5616 b,TOI-5616,1.0,0.961,0.048,-0.042,2.002849,4e-06,-4e-06,939.0,27.0,-27.0,137.0,6.0,-6.0,1.96332356,,,0.666,0.025,-0.025,0.14,0.12,-0.12,3996.0,0.646,
TOI-5634 A b,TOI-5634 A,1.0,0.923,0.056,-0.05,2.2035373,8.4e-06,-8.4e-06,837.0,34.0,-34.0,77.0,5.0,-5.0,1.85005489,,,0.556,0.022,-0.022,-0.27,0.12,-0.12,3896.0,0.54,
TOI-564 b,TOI-564,1.0,1.02,0.71,-0.29,1.651144,1.8e-05,-1.8e-05,1714.0,20.0,-21.0,1423.0,73.0,-81.0,1.463,0.1,-0.096,0.998,0.068,-0.057,0.143,0.076,-0.078,5640.0,1.088,1.7
TOI-5688 A b,TOI-5688 A,1.0,0.92,0.053,-0.062,2.94815527,4.52e-06,-4.48e-06,742.0,18.0,-18.0,50.3,5.0,-5.0,0.39,0.074,-0.077,0.6,0.02,-0.02,0.47,0.16,-0.16,3713.0,0.57,0.61
TOI-6016 b,TOI-6016,1.0,1.22,0.03,-0.03,4.023687,3e-06,-3e-06,1890.0,40.0,-40.0,940.0,50.0,-50.0,1.17,0.09,-0.09,1.31,0.08,-0.08,0.28,0.06,-0.06,6110.0,1.51,0.81
TOI-6029 b,TOI-6029,1.0,1.284,0.098,-0.098,5.7987,0.0004,-0.0004,1484.0,,,806.794,,,1.635,0.032,-0.032,1.548,0.027,-0.085,0.37,0.06,-0.06,6223.0,2.338,0.958
TOI-6034 b,TOI-6034,1.0,1.063,0.042,-0.042,2.576184,2e-06,-2e-06,714.0,21.0,-21.0,43.0,5.0,-5.0,0.798,0.075,-0.075,0.514,0.025,-0.022,-0.09,0.12,-0.12,3635.0,0.489,0.82
TOI-6130 b,TOI-6130,1.0,1.28,0.03,-0.03,2.392679,2e-06,-2e-06,1750.0,40.0,-40.0,1150.0,80.0,-80.0,1.05,0.06,-0.06,1.31,0.08,-0.08,0.28,0.06,-0.06,6110.0,1.51,0.64
TOI-615 b,TOI-615,1.0,1.693,0.052,-0.057,4.6615983,2.5e-06,-1.6e-06,1666.0,24.0,-24.0,1286.0,96.0,-154.0,0.435,0.086,-0.082,1.449,0.087,-0.087,-0.1,0.07,-0.07,6850.0,1.732,0.084
TOI-622 b,TOI-622,1.0,0.824,0.028,-0.029,6.402513,3.1e-05,-5.4e-05,1388.0,22.0,-22.0,602.0,103.0,-118.0,0.303,0.069,-0.072,1.313,0.079,-0.079,0.09,0.07,-0.07,6400.0,1.415,0.507
TOI-628 b,TOI-628,1.0,1.06,0.041,-0.034,3.4095675,7e-06,-6.9e-06,1586.0,52.0,-40.0,1052.9,,,6.33,0.29,-0.31,1.311,0.066,-0.075,0.258,0.078,-0.08,6250.0,1.345,6.58
TOI-6303 b,TOI-6303,1.0,1.034,0.054,-0.057,9.485236,1.62e-05,-1.62e-05,541.0,14.0,-14.0,14.28,1.51,-1.51,7.84,0.31,-0.31,0.644,0.024,-0.024,0.44,0.16,-0.16,3977.0,0.609,8.82
TOI-6330 b,TOI-6330,1.0,0.972,0.033,-0.031,6.8500246,3.3e-06,-3.3e-06,495.0,14.0,-14.0,9.97,1.11,-1.11,10.0,0.32,-0.32,0.531,0.021,-0.021,0.08,0.16,-0.16,3539.0,0.49,13.57
TOI-640 b,TOI-640,1.0,1.72,0.05,-0.05,5.003777,2e-06,-3e-06,1816.0,39.0,-39.0,1150.12,,,0.57,0.02,-0.02,1.536,0.069,-0.076,0.072,0.085,-0.076,6460.0,2.082,0.138
TOI-6420 b,TOI-6420,1.0,1.065,0.065,-0.059,6.961508,1.2e-05,-1.2e-05,1213.0,20.0,-21.0,106.619,,,8.2,0.36,-0.4,1.165,0.069,-0.078,0.24,0.074,-0.077,6020.0,1.312,8.4
TOI-7041 b,TOI-7041,1.0,1.02,0.03,-0.03,9.691,0.006,-0.006,882.37,,,143.259,,,0.36,0.16,-0.16,1.07,0.05,-0.05,0.25,0.1,-0.1,4700.0,4.1,0.421
TOI-7149 b,TOI-7149,1.0,1.18,0.045,-0.045,2.65206166,8e-07,-8e-07,593.0,21.0,-21.0,20.6,2.9,-2.9,0.705,0.075,-0.075,0.344,0.03,-0.03,-0.08,0.16,-0.16,3363.0,0.351,0.53
TOI-778 b,TOI-778,1.0,1.37,0.04,-0.04,4.633611,1e-06,-1e-06,1561.0,33.0,-32.0,734.672,,,2.8,0.2,-0.2,1.4,0.05,-0.05,0.0,0.1,-0.1,6643.0,1.71,1.3
TOI-837 b,TOI-837,1.0,0.818,0.034,-0.024,8.3249113,3.6e-06,-3.6e-06,995.3,20.4,-19.1,164.0,14.0,-12.0,0.379,0.058,-0.061,1.142,0.008,-0.011,0.01,0.04,-0.04,5995.0,1.052,0.89
TOI-858 B b,TOI-858 B,1.0,1.255,0.039,-0.039,3.2797178,1.4e-06,-1.4e-06,1529.0,23.0,-22.0,908.9,55.8,-52.9,1.1,0.08,-0.07,1.081,0.076,-0.07,0.153,0.091,-0.091,5842.0,1.308,0.69
TOI-905 b,TOI-905,1.0,1.171,0.053,-0.051,3.739494,3.8e-05,-3.8e-05,1192.0,39.0,-36.0,337.0,46.0,-38.0,0.667,0.042,-0.041,0.968,0.061,-0.068,0.14,0.22,-0.18,5570.0,0.918,0.515
TrES-1 b,TrES-1,1.0,1.13,0.06,-0.06,3.03007,8e-06,-8e-06,1140.0,13.0,-12.0,318.4582,,,0.84,0.11,-0.11,1.04,0.19,-0.19,0.02,,,5230.0,0.85,0.712
TrES-2 b,TrES-2,1.0,1.36,0.08,-0.08,2.47063,1e-05,-1e-05,1466.0,9.0,-9.0,903.864,20.395,-20.041,1.49,0.22,-0.22,1.36,0.3,-0.3,-0.15,,,5850.0,1.12,0.884
TrES-3 b,TrES-3,1.0,1.336,0.031,-0.037,1.30618581,,,1638.0,22.0,-22.0,1025.5022,,,1.91,0.075,-0.08,0.928,0.028,-0.048,-0.19,0.08,-0.08,5650.0,0.829,0.994
TrES-4 b,TrES-4,1.0,1.61,0.18,-0.18,3.55395,7.5e-05,-7.5e-05,1778.0,22.0,-22.0,2276.295,,,0.78,0.19,-0.19,1.08,0.38,-0.38,0.14,,,6200.0,1.66,0.099
TrES-5 b,TrES-5,1.0,1.194,0.015,-0.015,1.48224686,6.14e-06,-6.14e-06,1480.0,13.0,-13.0,442.993,,,1.79,0.068,-0.068,0.901,0.03,-0.03,0.2,0.1,-0.1,5171.0,0.868,1.31
WASP-1 b,WASP-1,1.0,1.483,0.024,-0.034,2.5199454,5e-07,-5e-07,1812.0,14.0,-14.0,2121.5175,,,0.854,0.057,-0.052,1.24,0.05,-0.07,0.17,0.05,-0.05,6110.0,1.47,0.348
WASP-10 b,WASP-10,1.0,1.08,0.02,-0.02,3.0927616,1.12e-05,-1.12e-05,1370.0,50.0,-50.0,174.0323,,,3.15,0.13,-0.11,0.75,0.04,-0.028,0.03,0.2,-0.2,4675.0,0.698,4.14
WASP-100 b,WASP-100,1.0,1.33,0.14,-0.14,2.84938,8e-06,-8e-06,2190.0,140.0,-140.0,5502.8822,,,1.26,0.45,-0.45,0.77,0.42,-0.42,-0.03,,,6900.0,1.57,0.53
WASP-101 b,WASP-101,1.0,1.43,0.09,-0.09,3.58572,4e-06,-4e-06,1560.0,35.0,-35.0,1089.171,,,0.51,0.08,-0.08,1.41,0.3,-0.3,0.2,,,6380.0,1.31,0.24
WASP-102 b,WASP-102,1.0,1.33,0.05,-0.05,2.709813,3e-07,-3e-07,1671.0,65.0,-65.0,1293.0,155.0,-155.0,0.622,0.133,-0.133,1.08,0.07,-0.07,-0.2,0.3,-0.3,5990.0,1.375,0.32
WASP-104 b,WASP-104,1.0,1.137,0.037,-0.037,1.7554137,1.8e-06,-3.6e-06,1516.0,39.0,-39.0,867.7365,,,1.272,0.047,-0.047,1.076,0.049,-0.049,0.32,0.09,-0.09,5475.0,0.963,1.074
WASP-105 b,WASP-105,1.0,0.96,0.03,-0.03,7.87288,1e-05,-1e-05,900.0,20.0,-20.0,166.5368,,,1.8,0.1,-0.1,0.89,0.09,-0.09,0.28,0.16,-0.16,5070.0,0.9,2.65
WASP-106 b,WASP-106,1.0,1.08,0.016,-0.017,9.28969,1e-05,-1e-05,1140.0,29.0,-29.0,327.8307,,,1.93,0.15,-0.15,1.175,0.082,-0.074,-0.02,0.1,-0.1,6002.0,1.47,1.86
WASP-108 b,WASP-108,1.0,1.35,0.04,-0.04,2.67555212374,4.8124e-07,-4.8124e-07,1589.0,33.0,-33.0,1360.1641,,,0.892,,,1.167,,,0.1478,0.0921,-0.0921,6783.0,1.34415,0.477431
WASP-110 b,WASP-110,1.0,1.177,0.028,-0.024,3.7784022,1.6e-06,-1.6e-06,1158.0,95.0,-95.0,279.0,51.0,-51.0,0.487,0.052,-0.054,0.814,0.014,-0.022,-0.15,0.05,-0.05,5392.0,0.853,0.396533
WASP-113 b,WASP-113,1.0,1.409,0.096,-0.14,4.54216874538,4.2e-06,-4.2e-06,1496.0,60.0,-60.0,821.405,,,0.475,0.054,-0.052,1.318,0.069,-0.069,0.1,0.09,-0.09,5890.0,1.608,0.228
